timestep,Left Shoulder,Left UpperArm,Left ForeArm,Left Wrist1,Left Wrist2,Left Wrist3,Right Shoulder,Right UpperArm,Right ForeArm,Right Wrist1,Right Wrist2,Right Wrist3,Left EE Transform,Right EE Transform
0:00:00.017133,-0.2028,-2.103153333333333,-1.6081333333333334,3.7165,-0.9622,0.0974,0.2028,-1.0372393202564598,1.6097066666666668,-0.5767740130768735,0.9606800000000001,-0.09942666666666666,"[[0.9996431699487341, 0.021410196637686056, 0.015361289718817613, -0.02544198315943252, 0.6324579806104186, 0.7741765969266389, 0.006859902897358972, -0.7742925262729372, 0.6327756613123351], [0.6994130628620414, 0.1964233335815102, 0.6140695819987161]]","[[0.9996054661036622, -0.021954601965148358, 0.016962962978922334, 0.027017159017939846, 0.6312554318115278, -0.7751041481519386, 0.006309140534148633, 0.7752580120585618, 0.6315981534208545], [0.6992095205243428, -0.19573994249804627, 0.615152819534233]]"
0:00:00.078005,-0.2028,-2.0795533333333336,-1.5941333333333334,3.7165,-0.9622,0.0974,0.2028,-1.0664393202564597,1.6053066666666667,-0.6047740130768735,0.93788,-0.1298266666666667,"[[0.9990246883911924, 0.043504085849922346, -0.006156287512138622, -0.021960868535227145, 0.6157752703496661, 0.7876155434216416, 0.03805538382488575, -0.7867138113317691, 0.6161284491765495], [0.7016648808593748, 0.21002174342732408, 0.5983728885813057]]","[[0.9972629826376709, -0.07379510531894286, -0.0013024165439702198, 0.04169021565140413, 0.5777984129499737, -0.8151137015590608, 0.06090393566556997, 0.8128306628218805, 0.5792912628737227], [0.7009140872033033, -0.21242024645748178, 0.6000098445612717]]"
0:00:00.139099,-0.2028,-2.0559533333333335,-1.5801333333333334,3.7165,-0.9622,0.0974,0.2028,-1.0956393202564598,1.6009066666666667,-0.6327740130768735,0.91508,-0.16022666666666674,"[[0.9975744425095133, 0.06450073542747234, -0.02580157249809823, -0.018110726194877216, 0.600033838071156, 0.7997693454251336, 0.06706752752657422, -0.7973640688536906, 0.5997446814894474], [0.7032284439982429, 0.22309904513849554, 0.5838386312674497]]","[[0.9919455945669019, -0.12542790866275377, -0.017108759967834255, 0.05109567491100016, 0.5203723309456625, -0.8524087997055171, 0.11581877837684287, 0.8446720587983634, 0.5225867760639971], [0.7018380613756674, -0.22950907875043036, 0.5851338627944507]]"
0:00:00.207839,-0.2028,-2.03078,-1.5652000000000001,3.7165,-0.9622,0.0974,0.2028,-1.1267859869231265,1.5962133333333335,-0.6626406797435402,0.89076,-0.19265333333333343,"[[0.9946829384792779, 0.09044622704021874, -0.04905270985529091, -0.012662323336964678, 0.5807259560306409, 0.8140003099608885, 0.10210943867213831, -0.8090533072712126, 0.5787812514581223], [0.7044181920062517, 0.2394622052189543, 0.5663668430907149]]","[[0.9831655805298601, -0.17998914710363487, -0.03115093308032291, 0.05519486569911804, 0.4553001807694229, -0.8886244499287749, 0.174125782300724, 0.8719495755582639, 0.45756596940442096], [0.7019602371094884, -0.2481523742374984, 0.5695965213336245]]"
0:00:00.277503,-0.2028,-2.0056066666666665,-1.5502666666666667,3.7165,-0.9622,0.0974,0.2028,-1.1598793202564597,1.5912266666666668,-0.6943740130768736,0.86492,-0.2271066666666668,"[[0.9908333619809213, 0.11527624678116767, -0.07029562658273253, -0.006768083465380787, 0.5623897006702627, 0.8268442090543577, 0.13484903348482102, -0.8187915616981283, 0.5580121762440446], [0.7048181333337525, 0.2553293249792188, 0.5501270509750065]]","[[0.9713768553645905, -0.23372584562107743, -0.042194854561039295, 0.0531074107763029, 0.38692117949552074, -0.9205806963378667, 0.23148958460940744, 0.8919947533178136, 0.38825402223114347], [0.7011907120908977, -0.2671863138212105, 0.554436724484364]]"
0:00:00.339733,-0.2028,-1.9804333333333333,-1.5353333333333334,3.7165,-0.9622,0.0974,0.2028,-1.1890793202564598,1.5868266666666668,-0.7223740130768737,0.84212,-0.2575066666666668,"[[0.9862364064152941, 0.13887986414875667, -0.08961571999139775, -0.0005759154868752033, 0.5450816909911591, 0.8383822478222913, 0.16528230087459017, -0.8267942570435776, 0.5376566183605159], [0.7045514015359688, 0.2705986519736041, 0.5351062693559466]]","[[0.9577899526078746, -0.2830954553243649, -0.049766574730340726, 0.045542363744127325, 0.3204248448228568, -0.9461765252640492, 0.28380472122218586, 0.9039774842300767, 0.3197869307505536], [0.6996614339009392, -0.28535025073845366, 0.5405989459961913]]"
0:00:00.402615,-0.2028,-1.9568333333333332,-1.5213333333333334,3.7165,-0.9622,0.0974,0.2028,-1.2163326535897931,1.5827200000000001,-0.748507346410207,0.82084,-0.2858800000000002,"[[0.9802866250877946, 0.16436581750511284, -0.10955756257642761, 0.006729726361717384, 0.526522358026271, 0.850134055361492, 0.1974174851857798, -0.8341153964136683, 0.5150336284136562], [0.7035753350841605, 0.28728762840719496, 0.5193268087904414]]","[[0.941950780690466, -0.33125193599055053, -0.054611679888244447, 0.03262419577753372, 0.25222334874434565, -0.9671163955328843, 0.334133519130438, 0.9092007189013327, 0.24838247102254576], [0.6973544653403946, -0.3037896993962593, 0.527152052332331]]"
0:00:00.460904,-0.2028,-1.9348066666666666,-1.5082666666666666,3.7165,-0.9622,0.0974,0.2028,-1.2435859869231265,1.5786133333333334,-0.7746406797435403,0.7995599999999999,-0.31425333333333355,"[[0.9742018725389028, 0.1868959601401264, -0.12641782588474246, 0.013706443564288722, 0.5102233728677423, 0.859932012858298, 0.22521914871190332, -0.8394834244121591, 0.494495577897367], [0.7021307112227824, 0.30221507022679495, 0.505745492865143]]","[[0.9253191237395451, -0.37490761125913846, -0.05666209967005767, 0.01585463691749294, 0.18757451101933853, -0.9821193278749435, 0.37883237682396564, 0.9078824240152592, 0.17950332107080902], [0.6945049553367606, -0.32121898511668484, 0.5149774701591092]]"
0:00:00.533306,-0.2028,-1.9080599999999999,-1.4924,3.7165,-0.9622,0.0974,0.2028,-1.27667932025646,1.5736266666666667,-0.8063740130768737,0.77372,-0.3487066666666669,"[[0.9657219919430424, 0.214500758114664, -0.14612092213895306, 0.022898362231776527, 0.4903871989976619, 0.8712029954232732, 0.25852953271273477, -0.8446894280310734, 0.46866238048170494], [0.6996300333657963, 0.3207273906704625, 0.4895633479824593]]","[[0.9029855356864858, -0.42599126857326125, -0.05595261017764415, -0.010394280077325905, 0.1085393757391983, -0.9940340241223729, 0.42952287632053354, 0.8981876491098552, 0.09357389754301321], [0.6901505091692185, -0.3426274194239359, 0.500711432648191]]"
0:00:00.594437,-0.2028,-1.8844599999999998,-1.4784,3.7165,-0.9622,0.0974,0.2028,-1.30587932025646,1.5692266666666668,-0.8343740130768738,0.7509199999999999,-0.37910666666666687,"[[0.9578500832438577, 0.23740413424172813, -0.16168911544033382, 0.031050218316501735, 0.47403870097136835, 0.8799554507317043, 0.2855519601967954, -0.8478897316433978, 0.44668271141346544], [0.6969524033218368, 0.3362736005672613, 0.47651220080329837]]","[[0.8830510232554071, -0.46628283888148286, -0.05276044341742226, -0.036616176026222164, 0.043631742670023746, -0.9983720545154711, 0.46782578592975765, 0.8835536176125375, 0.021447292905036053], [0.6858374351205309, -0.3604267352402585, 0.48941119539601313]]"
